tree_size,lambda_index,sample_size,shd,precision,recall,percentage_hidden_nodes_recovered,number_of_edges_esitimation,number_of_edges_true,Normalized SHD
30,8,1000,27,0.5,0.3333333333333333,60.0,18,27,0.6
30,8,100,24,0.56,0.5185185185185185,140.0,25,27,0.46153846153846156
30,8,10,34,0.0,0.0,40.0,7,27,1.0
30,9,100000,13,0.85,0.6296296296296297,80.0,20,27,0.2765957446808511
30,9,10000,21,0.6071428571428571,0.6296296296296297,140.0,28,27,0.38181818181818183
30,9,1000,27,0.5,0.5925925925925926,220.00000000000003,32,27,0.4576271186440678
30,9,100,27,0.5,0.48148148148148145,200.0,26,27,0.5094339622641509
30,9,10,31,0.16666666666666666,0.037037037037037035,20.0,6,27,0.9393939393939394
30,10,100000,25,0.5357142857142857,0.5555555555555556,240.0,28,27,0.45454545454545453
30,10,10000,14,0.8095238095238095,0.6296296296296297,40.0,21,27,0.2916666666666667
30,10,1000,21,0.6363636363636364,0.5185185185185185,60.0,22,27,0.42857142857142855
30,10,100,32,0.41935483870967744,0.48148148148148145,220.00000000000003,31,27,0.5517241379310345
30,10,10,38,0.23809523809523808,0.18518518518518517,160.0,21,27,0.7916666666666666
30,11,100000,19,0.6818181818181818,0.5555555555555556,80.0,22,27,0.3877551020408163
30,11,10000,15,0.7307692307692307,0.7037037037037037,100.0,26,27,0.2830188679245283
30,11,1000,10,0.9047619047619048,0.7037037037037037,40.0,21,27,0.20833333333333334
30,11,100,27,0.5,0.4444444444444444,100.0,24,27,0.5294117647058824
30,11,10,25,0.75,0.1111111111111111,20.0,4,27,0.8064516129032258
30,12,100000,24,0.5555555555555556,0.5555555555555556,160.0,27,27,0.4444444444444444
30,12,10000,18,0.68,0.6296296296296297,100.0,25,27,0.34615384615384615
30,12,1000,31,0.42857142857142855,0.4444444444444444,160.0,28,27,0.5636363636363636
30,12,100,36,0.36363636363636365,0.4444444444444444,300.0,33,27,0.6
30,12,10,45,0.125,0.1111111111111111,180.0,24,27,0.8823529411764706
30,13,100000,22,0.5925925925925926,0.5925925925925926,140.0,27,27,0.4074074074074074
30,13,10000,20,0.6296296296296297,0.6296296296296297,100.0,27,27,0.37037037037037035
30,13,1000,22,0.5925925925925926,0.5925925925925926,140.0,27,27,0.4074074074074074
30,13,100,33,0.4,0.4444444444444444,200.0,30,27,0.5789473684210527
30,13,10,43,0.1,0.07407407407407407,160.0,20,27,0.9148936170212766
30,14,100000,17,0.7083333333333334,0.6296296296296297,100.0,24,27,0.3333333333333333
30,14,10000,22,0.6086956521739131,0.5185185185185185,100.0,23,27,0.44
30,14,1000,34,0.40540540540540543,0.5555555555555556,320.0,37,27,0.53125
30,14,100,33,0.39285714285714285,0.4074074074074074,140.0,28,27,0.6
30,14,10,44,0.16,0.14814814814814814,140.0,25,27,0.8461538461538461
30,15,100000,11,0.8333333333333334,0.7407407407407407,100.0,24,27,0.21568627450980393
30,15,10000,21,0.6153846153846154,0.5925925925925926,120.0,26,27,0.39622641509433965
30,15,1000,20,0.64,0.5925925925925926,100.0,25,27,0.38461538461538464
30,15,100,30,0.44,0.4074074074074074,140.0,25,27,0.5769230769230769
30,15,10,41,0.1111111111111111,0.07407407407407407,140.0,18,27,0.9111111111111111
30,16,100000,17,0.7272727272727273,0.5925925925925926,60.0,22,27,0.3469387755102041
30,16,10000,19,0.6428571428571429,0.6666666666666666,160.0,28,27,0.34545454545454546
30,16,1000,17,0.7272727272727273,0.5925925925925926,40.0,22,27,0.3469387755102041
30,16,100,27,0.5,0.5925925925925926,240.0,32,27,0.4576271186440678
30,16,10,35,0.0,0.0,0.0,8,27,1.0
30,17,100000,23,0.5833333333333334,0.5185185185185185,100.0,24,27,0.45098039215686275
30,17,10000,11,0.8333333333333334,0.7407407407407407,60.0,24,27,0.21568627450980393
30,17,1000,18,0.6551724137931034,0.7037037037037037,140.0,29,27,0.32142857142857145
30,17,100,23,0.5714285714285714,0.5925925925925926,200.0,28,27,0.41818181818181815
30,17,10,41,0.0625,0.037037037037037035,80.0,16,27,0.9534883720930233
30,18,100000,29,0.4642857142857143,0.48148148148148145,160.0,28,27,0.5272727272727272
30,18,10000,17,0.6785714285714286,0.7037037037037037,160.0,28,27,0.3090909090909091
30,18,1000,19,0.6818181818181818,0.5555555555555556,120.0,22,27,0.3877551020408163
30,18,100,32,0.4074074074074074,0.4074074074074074,140.0,27,27,0.5925925925925926
30,18,10,31,0.0,0.0,20.0,4,27,1.0
30,19,100000,20,0.64,0.5925925925925926,140.0,25,27,0.38461538461538464
30,19,10000,25,0.5454545454545454,0.4444444444444444,60.0,22,27,0.5102040816326531
30,19,1000,21,0.6666666666666666,0.4444444444444444,40.0,18,27,0.4666666666666667
30,19,100,24,0.56,0.5185185185185185,120.0,25,27,0.46153846153846156
30,19,10,37,0.14285714285714285,0.07407407407407407,80.0,14,27,0.9024390243902439
30,20,100000,18,0.68,0.6296296296296297,120.0,25,27,0.34615384615384615
30,20,10000,30,0.4444444444444444,0.4444444444444444,180.0,27,27,0.5555555555555556
30,20,1000,20,0.6296296296296297,0.6296296296296297,140.0,27,27,0.37037037037037035
30,20,100,31,0.4166666666666667,0.37037037037037035,180.0,24,27,0.6078431372549019
30,20,10,35,0.1,0.037037037037037035,40.0,10,27,0.9459459459459459
